URL;NAME;TEACHER_OVERVIEW;TEACHER_MATERIALS;TEACHER_LESSON_PREPARATION;GRADE_SUBLEVELS;SUBJECTS;EDUCATIONAL_USE;LANGUAGES;KEYWORDS;LICENSE_URL;LICENSE_TITLE;PROVIDER;PROVIDER_SET;MATERIAL_TYPES;PRIMARY_USER;CREATE_DATE
https://oercommons.org/courseware/lesson/83120/overview;Cultural Lenses on the Science of Learning;<p>This module includes three units exploring the connections between adolescent development, the science of learning, and culturally responsive pedagogies. It is meant to make the case that K-12 teachers must not ignore the impact and value of culture as a dimension of development and factor in learning processes. The module culminates in an exploration of how the Universal Design for Learning (UDL) framework overlaps with principles of CRT (Culturally Relevant Teaching).</p>;;;college-upper-division|graduate-professional;education;;en;Adolescence|Brain and Cognitive Sciences|Culturally Responsive|Udl;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Assessment;teacher;2021-07-02T19:16:29 ;;;;;;;;;;;;;;Diagram/Illustration;; ;;;;;;;;;;;;;;Homework/Assignment;; ;;;;;;;;;;;;;;Lesson;; ;;;;;;;;;;;;;;Lesson Plan;; ;;;;;;;;;;;;;;Reading;; ;;;;;;;;;;;;;;Teaching/Learning Strategy;;
https://oercommons.org/courseware/lesson/85936/overview;Classification of chromatographic methods;"<p>This infograph gives you the detailed information on classification of chromatographic methods.&nbsp;<br />Chromatographic methods had 3 main types that is based on stationary, stationary phase format &amp; mobile phase.</p>";;;high-school|graduate-professional;education|chemistry;informal-education;en;Chemistry|Chromatography;https://creativecommons.org/publicdomain/mark/1.0/;public-domain;;;Diagram/Illustration;student;2021-09-18T05:50:55
https://oercommons.org/courseware/lesson/12200/overview;Mass Murder in the Classroom: The Case Files of John Emil List, Family Annihilator;"<p>John Emil List murdered his mother, wife, and three teenaged children on November 9, 1971 in their dilapidated Westfield, NJ mansion. &nbsp;The victims were not discovered for nearly a month, and List escaped capture for nearly 18 years. &nbsp;</p><p>This repository includes primary source materials and lesson plans for instructors in criminal justice, history, and psychology.</p><p><a href=""https://unioncc.instructure.com/courses/11394"">Repository Location</a></p><p>https://unioncc.instructure.com/courses/11394</p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical|adult-education;technology|journalism|criminal-justice|u-s-history|psychology;curriculum-instruction;en;Crime|Crime and Criminals|Crime and Punishment|Criminal Justice|Justice|Murder|Murder Case|Murder Confession|Murderer|Psychological Causes|Victims;http://creativecommons.org/licenses/by/4.0/;cc-by;;;Module;student|teacher;2016-12-10T21:59:49
https://oercommons.org/courseware/lesson/106634/overview;Network Management Tool;"<p>Welcome to my Network Management Tool presentation. In this short session, I will introduce you to a comprehensive solution designed to simplify network administration and optimize network performance. I understand the challenges faced by IT teams and how time-consuming network management can be. This presentation lecture aims to alleviate these burdens by providing network management tools interface and its features. Let&#39;s explore the benefits and key features of our Network Management Tool.</p>";;;graduate-professional;computer-science;professional-development;en;Network Management|Network Tools;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Lecture;administrator;2023-07-11T19:59:15
https://oercommons.org/courseware/lesson/108654/overview;Open Educational Resources (OER) in Texas Statewide Playbook;"<p>The Open Educational Resources (OER) in Texas Statewide Playbook is a resource developed by&nbsp;practitioners and advocates actively involved in the labor of open education to guide new and expanding OER work&nbsp;at institutions of higher education. The Playbook is the result of partnerships between the Division of&nbsp;Digital Learning, the Institution for the Study of Knowledge Management in Education (ISKME) &ndash; creators of OER Commons&nbsp;and experts in open education practice and research &ndash; and faculty, librarians, staff, and administrators from institutions&nbsp;and systems across Texas. It aims to support institutions as they work to build capacity and drive systems change around&nbsp;OER. It also serves as a guiding document for institutions that have not yet engaged in OER work or taken&nbsp;advantage of existing programs and opportunities. The hope is that the Texas OER Playbook will serve as a&nbsp;companion on the journey towards OER awareness and advocacy at your institution.</p>";;;community-college-lower-division|college-upper-division|graduate-professional;education;;en;ISKME|OER Advocacy|Open Education|Open Educational Resource|Open Educational Resources|Playbook|Texas|Texas Higher Education Coordinating Board|Texas OER Playbook;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;;2023-09-18T16:17:51 ;;;;;;;;;;;;;;Textbook;;
https://oercommons.org/courseware/lesson/119444/overview;My Professional Growth Goal;"<p><b id=""docs-internal-guid-e290d762-7fff-3fef-e70d-1fdf965a53ed"">This infographic will help me keep in view my goals and motivation to achieve them. Moreover, after completion of this virtual exchange, I am planning to share what I have learnt from this course with my community. Therefore, with the help of this example of infographic I can show them how they can set their target goals and the best suitable ways to achieve these goals.</b></p>";;;graduate-professional;english-language-arts;curriculum-instruction;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Lesson Plan;teacher;2024-09-04T02:28:54
https://oercommons.org/courseware/lesson/65748/overview;OER Student Advocate Toolkit;"<p style=""margin-bottom:11px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">This toolkit was created by OER student leaders in the CCC and CSU systems. The toolkit&#39;s purpose is</span></span></span><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">&nbsp;to motivate students to get involved in OER advocacy and the Open Education movement, as well as make it known that students can make a difference in their education. Education costs can be cut to a fraction of the price with OER, which would allow for more students to be able to access knowledge and higher education. While this toolkit contains some examples and suggestions specific to California institutions, it can still be helpful for <i>all</i> college students. </span></span></span></p><p style=""margin-bottom:11px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:Calibri,sans-serif"">Thanks to the <a href=""http://20mm.org"">Michelson 20MM Foundation</a>&#39;s financial support students were paid for their work and contributions in creating this document, as well as presenting at conferences.</span></span></span></p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical;public-relations|higher-education|political-science;professional-development|informal-education;en;Advocacy|CSU|Educational Advocacy|Student|Student-active|Student Toolkit|Toolkit;https://creativecommons.org/licenses/by/4.0;cc-by;;;Full Course;student|administrator;2020-04-29T15:53:06 ;;;;;;;;;;;;;;Primary Source;; ;;;;;;;;;;;;;;Reading;; ;;;;;;;;;;;;;;Student Guide;;
https://oercommons.org/courseware/lesson/65060/overview;Equity-Oriented Resource Criteria;"<p>The following set of criteria was developed by Branch Alliance for Educator Diversity (BranchED) to evaluate Open Educational Resources (OER) objects through an equity lens. These criteria&nbsp;were adapted from the Inclusive Instruction and Intersectional Content principles from the BranchED Quality Framework.</p>";;;community-college-lower-division|graduate-professional|career-technical;education;curriculum-instruction|assessment|professional-development;en;Branch Alliance for Educator Diversity|BranchED|Diversity|Educator Preparation|Equity|Inclusion|Resource Evaluation|Rubric|Teacher Educator;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Teaching/Learning Strategy;;2020-04-09T17:54:08
https://oercommons.org/courseware/lesson/60958/overview;Top 10 Tips for Creating Accessible Documents;<p>Tips and lessons learned from creating accessible documents. This is not an exhaustive list so please add your own guidance.</p>;;;community-college-lower-division|college-upper-division|graduate-professional|adult-education;communication;;en;Accessibility;https://creativecommons.org/licenses/by/4.0;cc-by;;;Teaching/Learning Strategy;;2019-12-20T13:19:58
https://oercommons.org/courseware/lesson/113662/overview;Hands-On AI Projects for the Classroom:  A Guide for Secondary Teachers;"<p>ISTE and GM have partnered to create&nbsp;<em>Hands-On AI Projects for the Classroom</em>&nbsp;guides to provide educators with a variety of activities to teach students about AI across various grade levels and subject areas. Each guide includes background information for teachers and student-driven project ideas that relate to subject-area standards.&nbsp;</p><p>The hands-on activities in the guides range from &ldquo;unplugged&rdquo; projects to explore the basic concepts of how AI works to creating chatbots and simple video games with AI, allowing students to work directly with innovative AI technologies and demonstrate their learning.&nbsp;</p>";;;graduate-professional;education;;en|ar|es;Artificial Intelligence (AI)|#GoOpen|Iste|Secondary;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;;2024-03-02T13:30:46
https://oercommons.org/courseware/lesson/117434/overview;Distinguishing Pediatric Feeding Problems from Pediatric Feeding Disorders: A Critically Appraised Topic;"<p>This paper explores the research question: What methods or indicators can be used to distinguish between pediatric feeding problems and pediatric feeding disorders in children under the age of eighteen?&nbsp;</p>";;;college-upper-division|graduate-professional;health-medicine-and-nursing;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;;2024-06-27T20:08:05
https://oercommons.org/courseware/lesson/113663/overview;Hands-On AI Projects for the Classroom:  A Guide for Electives Teachers;"<p>ISTE and GM have partnered to create&nbsp;<em>Hands-On AI Projects for the Classroom</em>&nbsp;guides to provide educators with a variety of activities to teach students about AI across various grade levels and subject areas. Each guide includes background information for teachers and student-driven project ideas that relate to subject-area standards.&nbsp;</p><p>The hands-on activities in the guides range from &ldquo;unplugged&rdquo; projects to explore the basic concepts of how AI works to creating chatbots and simple video games with AI, allowing students to work directly with innovative AI technologies and demonstrate their learning.&nbsp;</p>";;;graduate-professional;education;;en|ar|es;Artificial Intelligence (AI)|Electives|#GoOpen;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;;2024-03-02T13:35:29
https://oercommons.org/courseware/lesson/113669/overview;NIST Artificial Intelligence Risk Management Framework;"<p>In collaboration with the private and public sectors, the National Institute for Standards and Technology (NIST) has developed a framework to better manage risks to individuals, organizations, and society associated with artificial intelligence (AI). The&nbsp;<a data-extlink="""" href=""https://doi.org/10.6028/NIST.AI.100-1"">NIST AI Risk Management Framework (AI RMF)</a>&nbsp;is intended for voluntary use and to improve the ability to incorporate trustworthiness considerations into the design, development, use, and evaluation of AI products, services, and systems.</p>";;;graduate-professional|career-technical;technology;;en;Artificial Intelligence (AI)|Framework|#GoOpen|NIST|Risk Analysis and Management|Technology|US Department of Commerce;https://creativecommons.org/publicdomain/mark/1.0/;public-domain;;;Reading;;2024-03-02T14:33:22
https://oercommons.org/courseware/lesson/78463/overview;Educational Psychologist - Educational Psychology in the Open Science Era;"<p>Special Issue of&nbsp;Educational Psychologist - Educational Psychology in the Open Science Era</p>";;;graduate-professional;education;professional-development;en;Research;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;;2021-03-22T13:14:02
https://oercommons.org/courseware/lesson/57947/overview;OER Course;"<p>This OER Course is designed to introduce&nbsp;faculty and staff on OER basics, copyright information, and other key topics relating to OER.</p><p>Please complete the online&nbsp;OER&nbsp;course individually or with a partner.&nbsp; Since this is an online&nbsp;course, you can work at your own pace.&nbsp; You will be responsible for all material covered within the course.&nbsp; The&nbsp;course&nbsp;will take around 1 hour to complete.</p>";;;graduate-professional;education;professional-development;en;Open Educational Resources;http://creativecommons.org/licenses/by-nc-sa/3.0/us/;cc-by-nc-sa;;;Module;student|teacher;2019-09-11T09:15:28
https://oercommons.org/courseware/lesson/83117/overview;Critical Rubric Analysis Protocol;"<p>This fillable word document is intended to be a support for critically analyzing existing rubrics for modification and use in the classroom.&nbsp;</p>";;;graduate-professional;education;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Activity/Lab;;2021-07-02T16:02:10
https://oercommons.org/courseware/lesson/117436/overview;The Prevalence of Autism Spectrum Disorder and Childhood Apraxia of Speech;"<p style=""text-indent:.5in""><span style=""font-size:12pt""><span style=""line-height:200%""><span style=""font-family:Aptos,sans-serif""><span style=""font-family:&quot;Times New Roman&quot;,serif"">The PICO question related to this clinical scenario will be: In a child with a diagnosis of autism, what is the prevalence of a diagnosis of childhood apraxia of speech, and what speech therapy intervention will increase the production of spontaneous speech?&nbsp; </span></span></span></span></p>";;;high-school|community-college-lower-division|college-upper-division|graduate-professional;health-medicine-and-nursing;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;;2024-06-27T20:47:55
https://oercommons.org/courseware/lesson/63610/overview;4 Must-Have Tools for Entrepreneurs;"<p>This article deals with available tools that offer solutions and could help you become more efficient and productive.<br />&nbsp;</p>";;;graduate-professional;management;;en;;https://creativecommons.org/licenses/by/4.0;cc-by;;;Reading;;2020-03-03T07:24:40
https://oercommons.org/courseware/lesson/107749/overview;Teacher in the Workplace Tour;<p>As educators, it is essential to have a strong understanding of the skills and knowledge that our students will need to succeed in the workforce. One way to gain this understanding is to immerse ourselves in the world of work through experiences such as workplace tours. In this professional learning activity, we will listen to a podcast featuring an actual teacher in the workplace tour.</p>;;;graduate-professional;education;professional-development;en;Career Readiness|Teacher in the Workplace|Westmoreland County;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Activity/Lab;teacher|administrator;2023-08-15T15:09:07
https://oercommons.org/courseware/lesson/106221/overview;Equipment Maintenance and Inspection;"<p>New hires need to know what to look for in terms of safety inspection when checking equipment out and encountering equipment in the field. They should be aware of the program&rsquo;s policies and procedures regarding equipment inspection but may need to re-visit this information over time following the initial onboarding.</p><p>The following downloadable resources are provided to serve as examples of what a Care &amp; Use agreement could look like.</p>";;;college-upper-division|graduate-professional|career-technical;special-education;;en;Equipment - TIES|Inspection - TIES|Maintenance - TIES|Onboarding - TIES|Orientation - TIES|Safety - TIES;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;student|teacher|administrator;2023-07-03T11:11:49
https://oercommons.org/courseware/lesson/107105/overview;Defining Crisis;"<p dir=""ltr"" role=""presentation""><b id=""docs-internal-guid-df29d4a6-7fff-d00a-65cb-97519cf5831e"">In this lesson, students will be introduced to the concept of crisis. Students will gain an understanding of what crisis is, how it is different from regular stressful situations, and will be able to identify situations that can be categorized as crisis.&nbsp;</b></p>";;;high-school|community-college-lower-division|college-upper-division|graduate-professional;career-and-technical-education;;en;Crisis|FCS|Stress;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Lesson Plan;student;2023-07-25T18:58:35
https://oercommons.org/courseware/lesson/67397/overview;Infographic on Andragogy by Malcolm Knowles (1990);<p>This contains an infographic about andragogy by Malcolm Knowles (1990).</p>;;;college-upper-division|graduate-professional;education|higher-education;;en;Andragogy|Education;https://creativecommons.org/licenses/by-nd/4.0;cc-by-nd;;;Diagram/Illustration;;2020-05-27T09:36:11
https://oercommons.org/courseware/lesson/118504/overview;Lego Icebreaker Exercise to Introduce Thinking with Things;<p>A classroom icebreaker with Lego, to introduce students to each other and to the instructor. A playful way to start to get to know your students and seed a constructive classroom culture.</p>;;;graduate-professional;education;curriculum-instruction;en;Embodied Learning|Hands-On|Icebreaker|Thinking-with-things;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Activity/Lab;teacher;2024-07-29T09:58:21
https://oercommons.org/courseware/lesson/53295/overview;Big Data Analytics: IOT Recomendation system for Tourism;"<p>This project will recommend a big data analytics tool for the customers, ministry and hotels in Oman to adapt new hotel services after considering together hotel services with customer opinions. The IOT services are for customer convenience, control in online booking IOT services such as radio station, smart coffee makers, dim lights and energy programmed lights.The big data analytics will analyze the hotel information , rating and reviews of UK , Dubai to recomend aspect like services especially IOT services.</p><p style=""text-align:justify""><strong>&nbsp;</strong></p><p style=""text-align:justify""><strong>The&nbsp;coverage of Analysis in R:</strong></p><ul><li style=""text-align:justify""><strong>&nbsp;Big data Analytics with Hadoop/HDFS </strong></li><li style=""text-align:justify""><strong>Sentiment Analysis</strong></li><li style=""text-align:justify""><strong>Emotion Analysis </strong></li><li style=""text-align:justify""><strong>Machine Learning K-mean , Regression and Neural Network</strong></li><li style=""text-align:justify""><strong>Anova version to analyze Big data of 90k reviews</strong></li></ul><p style=""text-align:justify"">&nbsp;</p>";;;graduate-professional;information-science;curriculum-instruction;en;ANOVA|Big Data|Big Data Analytics|Emotion|Hadoop|HDFs|Hotel|K-Means|Linear Regression|Map Reduce|Neural Nets|Ratings|Regression|Reviews|Sentiment Analysis;http://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Module;student|teacher;2019-04-11T01:25:26
https://oercommons.org/courseware/lesson/105847/overview;Annotated Bibliography of Educational, Scholarly, Professional, and Community Resources on Research Impact & Bibliometrics;"<p>Created as a supplement for the<a href=""https://oercommons.org/curated-collections/1271?__hub_id=88""> Impact Measurement</a> collection of the <a href=""https://www.oercommons.org/hubs/SCN"">Scholarly<br />Communication Notebook</a> (SCN) to describe some of the core literature in the field as well as<br />resources that cannot be included on the SCN, because they are not openly licensed but are<br />free to read.<br />This annotated bibliography is separated into three sections: Peer reviewed scholarly articles,<br />Blog posts, initiatives, and guides, and Resources for further education and professional<br />development. The first section is intended to help practitioners in the field of research<br />assessment and bibliometrics to understand high-level core concepts in the field. The second<br />section offers resources that are more applicable to practice. The final section includes links to<br />blogs, communities, discussion lists, paid and free educational courses, and archived<br />conferences, so that practitioners and professionals can stay abreast of emerging trends,<br />improve their skills, and find community. Most of these resources could not be included on the<br />Scholarly Communication Notebook, because they are not openly licensed. However, all<br />resources on this bibliography are freely available to access and read.</p>";;;college-upper-division|graduate-professional;information-science|education|higher-education;professional-development|other;en;Altmetrics|Bibliometrics|Impact|Research Assessment|Research Metrics;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;librarian|other;2023-06-26T15:36:03
https://oercommons.org/courseware/lesson/101966/overview;Course Map on Attention to Details;"<p>This is a course map for an online skill course on Attention to Detail. Kindly follow&nbsp;the conditions of use appropriately. The course can be taken&nbsp;asynchronously or&nbsp;synchronously and can also be hosted on an LMS with collaboration features.</p>";;;graduate-professional|career-technical;business-and-communication;professional-development;en;Attention to Detail|Course Map on Attention to Detail|Detail Oriented;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Teaching/Learning Strategy;teacher;2023-03-20T05:43:39
https://oercommons.org/courseware/lesson/117446/overview;Polar Side Chains Organic Chemistry MCAT FlashCards;<p>These is a Free Resource containing Polar Side Chains of chemicals that appear on the MCAT Exam.</p>;;;high-school|community-college-lower-division|graduate-professional;health-medicine-and-nursing;professional-development;en;MCAT|Organic Chemistry|Study Guide;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Diagram/Illustration;student|teacher;2024-06-28T09:18:18
https://oercommons.org/courseware/lesson/98004/overview;Teaching the connection between wildlife co-management and Indigenous health and well-being.;"<p>These open-access journal articles provide qualitative evidence showing the connections between&nbsp;Indigenous health and well-being and wildlife co-management. A lesson plan is also provided for potential professors or co-management board practitioners wishing to study independently.</p><p><img alt=""License"" width=""183"" height=""76"" src=""https://www.oercommons.org/editor/images/49041"" /></p>";;;graduate-professional;environmental-science;curriculum-instruction|professional-development|informal-education;en;Caribou|Co-management|Community Based Research|Harvesting Bans|Health in All Policies|Inuit|Literature Review|Nunatsiavut|Quotas|Social Determinants of Health;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Case Study;student|teacher;2022-10-17T18:28:32
https://oercommons.org/courseware/lesson/63767/overview;ISKME Accessibility Checklist;"<p>Checklist of best practices for creating accessible resources.</p><p style=""margin-left:9px""><span style=""font-size:11pt""><span style=""line-height:107%""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""font-size:12.0pt"" lang=""EN-CA""><span style=""line-height:107%"">The Accessibility Checklist is adapted </span></span><a href=""https://opentextbc.ca/accessibilitytoolkit/""><span style=""font-size:12.0pt""><span style=""line-height:107%""><span style=""text-decoration:none""><span style=""text-underline:none"">from BC Open Textbook Accessibility Toolkit,</span></span></span></span></a><span style=""font-size:12.0pt"" lang=""EN-CA""><span style=""line-height:107%""> CC-BY 4.0 International License.</span></span></span></span></span></p>";;;community-college-lower-division|college-upper-division|graduate-professional|career-technical|adult-education;education;professional-development;en;Accessibility|Accommodations|WCAG;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Teaching/Learning Strategy;;2020-03-06T14:52:38
https://oercommons.org/courseware/lesson/114657/overview;Recovery from Work Stress Field Assignment;"<p>Use this activity to help students personally experience the concept of recovery from work stress.&nbsp;</p>";;;college-upper-division|graduate-professional;management|psychology;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Activity/Lab;;2024-03-27T16:40:45 ;;;;;;;;;;;;;;Homework/Assignment;;
https://oercommons.org/courseware/lesson/77911/overview;Formative Assessment Using Jim Knight's High Impact Instruction;"<p>Teachers will complete this unit using Jim Knight&#39;s&nbsp;<em>High Impact Instruction</em>&nbsp;text to study formative assessment.&nbsp;</p>";;;graduate-professional;higher-education;curriculum-instruction|assessment|professional-development;en;Formative Assessment|High Impact Instruction|Jim Knight;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Homework/Assignment;teacher;2021-03-07T17:22:23
https://oercommons.org/courseware/lesson/78296/overview;Raspberry Pi Resources, Setup to First Program;"<h1>Table of Contents:</h1><h2>Section 1: Setting Up Your Raspberry Pi</h2><h2>Section 2: Using Your Raspberry Pi</h2><h2>Section 3: Getting Started With Your Raspberry Pi</h2><h2>Section 4: Activities for Beginners</h2><p>This is an edited (for structure) and compiled OER of the first three tutorials and some selected activities&nbsp;from <a href=""https://www.raspberrypi.org"">Raspberrypi.org</a>. All materials from the <em>RaspberryPi Foundation</em> are licensend under a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">Creative Commons Attribution-ShareAlike 4.0 International</a> license.</p>";;;lower-primary|upper-primary|middle-school|high-school|community-college-lower-division|college-upper-division|graduate-professional|career-technical|adult-education;computer-science|information-science|electronic-technology|educational-technology;professional-development|informal-education;en;RaspberryPi|Raspberry Pi;https://creativecommons.org/licenses/by-sa/4.0/;cc-by-sa;;;Diagram/Illustration;;2021-03-17T23:12:55 ;;;;;;;;;;;;;;Reading;; ;;;;;;;;;;;;;;Student Guide;;
https://oercommons.org/courseware/lesson/16973/overview;Group Presentation on Succeeding in Graduate School;<p>This group project is designed for international students to research into topics related to the theme of success in graduate school and give a presentation to their classmates on their topic, preferably teaching the class on that topic but also engaging the class in the lesson. Students will also listen intently as their classmates present and critique some presentations formally. The instructor usually offers the students a variety of topics but groups can propose other topics to the instructor for his/her approval. Created by Steven Harris-Scott, Ph.D., and Amy Lewis, Ed.D., for INTO George Mason University with support from Mason 4-VA. Attribution-NonCommercial 4.0 International (CC BY-NC 4.0)</p>;;;graduate-professional;higher-education;curriculum-instruction;en;Graduate School|Group Activity|Peer Review|Presentation|Project;http://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Module;student|teacher;2017-09-20T17:05:01
https://oercommons.org/courseware/lesson/106212/overview;ESD/District & Getting Started in a New District;"<p dir=""ltr"">Due to variations in ESD/district operations, the following are suggested activities that a trainer could provide to a new hire as a way to further orient them to the ESD&#39;s/district&#39;s operations.</p>";;;college-upper-division|graduate-professional|career-technical;special-education;;en;District - TIES|ESD - TIES|Onboarding - TIES|Orientation - TIES;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;teacher;2023-07-03T10:10:02
https://oercommons.org/courseware/lesson/107494/overview;A. (Start Here First!) Introduction to Onboarding Resources;"<p>Welcome to the TIES therapist onboarding resource! These resources are available to help standardize school-based therapist training throughout the state of OR while also allowing individual school districts and ESDs&nbsp;to remix&nbsp;each resource to suit the needs of their&nbsp;region. By doing so, we aim to ensure continuity of training and services throughout the state.</p>";;;college-upper-division|graduate-professional|career-technical;special-education;;en;Introduction - TIES|Onboarding - TIES|Orientation - TIES;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;student|teacher|administrator;2023-08-07T11:52:07
https://oercommons.org/courseware/lesson/25645/overview;Introduction to Probability & Statistics;"<p>lecture slides for a calculus-based course in Introduction to Probability &amp; Statistics; suitable for sophomore or junior level of an undergraduate program</p>";;;college-upper-division|graduate-professional;statistics-and-probability;curriculum-instruction;en;Probability|Statistics;http://creativecommons.org/licenses/by-nc-nd/4.0/;cc-by-nc-nd;;;Module;student|teacher;2018-07-10T15:57:29
https://oercommons.org/courseware/lesson/72652/overview;Academic Writing: Introduction to Writing a Thesis & Proposal (Part I);<p>This guide may be helpful for students who are preparing their doctoral theses.</p>;;;graduate-professional;education|language-grammar-and-vocabulary;professional-development;en;;https://creativecommons.org/licenses/by-nc/4.0/;cc-by-nc;;;Lecture Notes;;2020-09-16T17:08:36 ;;;;;;;;;;;;;;Student Guide;; ;;;;;;;;;;;;;;Teaching/Learning Strategy;;
https://oercommons.org/courseware/lesson/117469/overview;Individual vs. Group Therapy for Social Communication Skills;"<p>This review investigates the following PICO quesiton:&nbsp;<span style=""font-size:12.0pt""><span style=""line-height:106%""><span style=""font-family:&quot;Times New Roman&quot;,serif"">Does participation in group-based social skills sessions lead to greater improvement and generalization of social communication skills with same-aged peers compared to individual-based social skills training sessions?</span></span></span></p>";;;graduate-professional;health-medicine-and-nursing;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Reading;;2024-06-28T18:29:12
https://oercommons.org/courseware/lesson/67677/overview;GENDER JUSTICE;"<p>This article contains discussion of landmark judgements of highcourt and supreme court relating to gender equality and role of judiciary in reaffirming gender justice.&nbsp;</p>";;;graduate-professional;education;professional-development;en;Gender Equality|Gender Justice|Indian Judgement|Role of Judiciary|Sona Alagesh;https://creativecommons.org/licenses/by-nc-sa/4.0/;cc-by-nc-sa;;;Assessment;student;2020-05-30T09:12:33
https://oercommons.org/courseware/lesson/83562/overview;PreK - Grade 3 Reentry: Assessment;<p>Resouces and guidance to help educators assess children in observational settings in order to find out where each child is on a developmental continuum.</p>;;;preschool|lower-primary|college-upper-division|graduate-professional|career-technical|adult-education;early-childhood-development;assessment;en;Wa-early-learning;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Teaching/Learning Strategy;teacher|parent|librarian;2021-07-14T12:11:04
https://oercommons.org/courseware/lesson/98273/overview;OER Quality Framework - Professional Learning Version;"<p>The OER Quality Framework was developed by the Oregon Open Learning Team to describe indicators of high-quality OER for consideration in a variety of applications on the Oregon Open Learning Hub and in Oregon education settings. The OER Quality Framework consists of three tools and a glossary of terms to provide context for language used throughout the Framework.&nbsp;<strong>This &quot;Professional Learning&quot; version of the framework was created to support the curation, creation, and evaluation of&nbsp;a wide range of resources that are intended to support educator professional learning. While it is similar in structure to the versions of the framework designed to evaluate instructional resources for PK-12 students, the criteria are designed with adult learners in mind.&nbsp;</strong></p>";;;graduate-professional;education;professional-development;en;Evaluation Tool;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Activity/Lab;;2022-10-27T11:59:34
https://oercommons.org/courseware/lesson/73222/overview;Recording of BranchED OER Webinar 3: Designing OER for Social Emotional Learning;"<p>This is the recording of the third BranchED OER Webinar: Designing OEr for Social Emotional Learning. <a href=""http://Recording of BranchED OER Webinar 3: Designing OER for Social Emotional Learning"">Link to recording here.&nbsp;</a></p>";;;community-college-lower-division|college-upper-division|graduate-professional;education;;en;;https://creativecommons.org/licenses/by-nc-nd/4.0/;cc-by-nc-nd;;;Lecture;;2020-10-06T16:15:14
https://oercommons.org/courseware/lesson/85983/overview;CA Real Estate Practice;<p>This is the reading material for the closing process in California Real Estate. It will be followed by assignments at a later date. It lays out the steps that a realtor needs to make sure take place to ensure a smooth close.</p>;;;community-college-lower-division|graduate-professional|career-technical;business-and-communication;professional-development;en;Calfornia Real Estate|Closing Process in California Real Estate|Real Estate;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Primary Source;teacher;2021-09-19T18:14:23
https://oercommons.org/courseware/lesson/117476/overview;Effectiveness of Group vs. Individual Therapy for Children with Speech Sound Disorders;"<p style=""text-indent:.5in""><span style=""font-size:11pt""><span style=""line-height:200%""><span style=""font-family:Arial,sans-serif""><span lang=""EN"" style=""font-size:12.0pt""><span style=""background:white""><span style=""line-height:200%""><span style=""font-family:&quot;Times New Roman&quot;,serif""><span style=""color:#202124"">My focused PICO question related to my clinical scenario is: In children with speech sound disorders, is group therapy more effective than individual therapy in improving speech sound production? </span></span></span></span></span></span></span></span></p>";;;graduate-professional;health-medicine-and-nursing;;en;;https://creativecommons.org/licenses/by/4.0/;cc-by;;;Primary Source;;2024-06-29T12:30:43
